ingredients,cooking_method,cooking_temperature,cooking_duration,storage_temperature,humidity,container_type,preparation_date,safe_hours,risk_level,recommended_max_temp,storage_tips
"eggs,potatoes,mushrooms",grilled,153.69331327989943,76.48230250918881,6.437594068350995,48.47556436838066,metal,2024-12-31,56.8,medium,8.0,Reduce storage temperature
"tofu,rice,carrots",stir_fried,189.6982417840411,119.60600558558805,4.681298230636118,42.26948094671871,glass,2025-01-17,55.2,medium,6.681298230636118,Standard storage adequate
"tofu,potatoes,broccoli",roasted,148.24514084487942,148.4451595622507,2.048564045598246,70.85388044845524,plastic,2025-01-16,53.8,medium,4.048564045598246,Control humidity; Consider airtight container
"lamb,noodles,mushrooms",fried,177.66768270225106,147.76150540330323,9.162924567856601,55.08314569849793,ceramic,2025-01-22,38.9,high,8.0,Reduce storage temperature
"eggs,bread,broccoli",roasted,243.42434601879026,11.382698807095338,8.618884712608935,67.58991333492628,metal,2025-01-19,37.3,high,8.0,Reduce storage temperature; Control humidity
"pork,potatoes,onions",steamed,97.66847158235743,132.7144085855682,9.272461802711023,66.61608259617446,vacuum_sealed,2025-01-13,52.7,medium,8.0,Reduce storage temperature; Control humidity
"fish,quinoa,onions",roasted,201.41263999854908,16.008956418973522,3.870182434392899,71.55392758018385,vacuum_sealed,2025-01-06,72.6,low,5.870182434392899,Control humidity
"pork,rice,onions",fried,78.7050095082851,136.58535274623682,5.693987828964088,76.58345389528986,ceramic,2024-12-25,45.3,high,7.693987828964088,Reduce storage temperature; Control humidity
"tofu,pasta,onions",steamed,156.0842767319566,43.85674443138856,6.590213811783421,79.21710363600423,ceramic,2025-01-08,48.7,medium,8.0,Reduce storage temperature; Control humidity
"tofu,pasta,onions",fried,226.0238002760861,128.08031534603415,5.235340595173297,45.23395505221137,metal,2024-12-29,60.1,medium,7.235340595173297,Reduce storage temperature
"eggs,bread,broccoli",stir_fried,129.30221357078733,173.2786918874628,7.328280911976195,60.921038732920316,ceramic,2024-12-28,26.5,high,8.0,Reduce storage temperature; Control humidity
"chicken,rice,peppers",steamed,150.1928154852596,127.00520572402097,3.1233920789274014,54.54103774832553,glass,2025-01-06,85.9,low,5.1233920789274014,Standard storage adequate
"pork,noodles,peppers",stir_fried,222.37980422907285,159.44443929990624,2.2127679581563706,52.53110888629671,metal,2025-01-13,69.0,medium,4.212767958156371,Standard storage adequate
"eggs,rice,carrots",boiled,204.99674212697002,99.50599434066076,6.581955800218853,58.37690229051071,glass,2025-01-02,75.3,low,8.0,Reduce storage temperature
"eggs,quinoa,onions",grilled,226.82135833098718,73.38179769406725,4.146582464142211,53.00506239740933,metal,2025-01-22,55.8,medium,6.146582464142211,Standard storage adequate
"chicken,quinoa,peppers",boiled,82.75014417217047,43.33992623444901,2.871809420860835,49.84916431923853,metal,2025-01-18,77.2,low,4.871809420860835,Standard storage adequate
"chicken,pasta,peppers",grilled,164.100343595908,140.6756366133712,3.089664439951151,51.335094911525516,glass,2025-01-16,78.1,low,5.089664439951151,Standard storage adequate
"chicken,noodles,spinach",boiled,65.61877235463159,50.66033306670396,8.480277453854391,46.94410844073807,vacuum_sealed,2025-01-12,55.2,medium,8.0,Reduce storage temperature
"lamb,rice,onions",grilled,231.2455751444715,13.170515583523898,5.502633343242398,50.70605306301453,vacuum_sealed,2025-01-21,67.9,medium,7.502633343242398,Reduce storage temperature
"eggs,pasta,mushrooms",baked,173.7239692710881,78.96689473840516,5.342505980628893,79.62127864166894,metal,2024-12-26,52.8,medium,7.342505980628893,Reduce storage temperature; Control humidity
"eggs,bread,spinach",stir_fried,191.630794064634,20.586987630984915,5.707720476510044,31.06971041547716,metal,2025-01-14,65.3,medium,7.707720476510044,Reduce storage temperature
"beef,quinoa,peppers",steamed,95.68179680190802,57.593858721105335,6.614230404190118,79.90054329091919,metal,2025-01-22,62.9,medium,8.0,Reduce storage temperature; Control humidity
"chicken,quinoa,onions",stir_fried,202.28723595223536,38.88950483052704,4.25798443073184,67.93811123392595,metal,2025-01-05,46.6,high,6.25798443073184,Control humidity
"beef,pasta,onions",fried,109.879203501977,104.87170912336707,3.359344787284945,63.95539788300337,metal,2025-01-08,61.3,medium,5.359344787284945,Control humidity
"eggs,noodles,carrots",steamed,124.26014057274327,175.2279501944182,8.57237573674561,39.22505827570861,metal,2025-01-17,55.3,medium,8.0,Reduce storage temperature
"pork,rice,onions",boiled,67.75670162544812,102.58321136374228,8.212235368590504,65.07830324033807,vacuum_sealed,2025-01-23,47.9,high,8.0,Reduce storage temperature; Control humidity
"tofu,potatoes,onions",baked,236.6534793256106,155.42260173288744,8.668718982475916,60.45797880972468,vacuum_sealed,2025-01-06,50.5,medium,8.0,Reduce storage temperature; Control humidity
"lamb,rice,onions",grilled,178.13848322548085,154.03163369506714,8.17143322474029,63.46586245378484,plastic,2024-12-27,28.3,high,8.0,Reduce storage temperature; Control humidity; Consider airtight container
"fish,bread,carrots",steamed,206.23520166754048,31.851272098183532,8.922881662055204,68.95416757099414,glass,2024-12-27,47.6,high,8.0,Reduce storage temperature; Control humidity
"tofu,pasta,spinach",steamed,134.51345965599245,74.0445874037873,7.725807631029879,65.12968822282511,plastic,2025-01-02,37.5,high,8.0,Reduce storage temperature; Control humidity; Consider airtight container
"pork,pasta,carrots",boiled,135.09958419415645,165.5203921688723,8.967288923250582,31.46980443573271,metal,2025-01-10,51.2,medium,8.0,Reduce storage temperature
"pork,rice,carrots",baked,98.52977010840827,41.70833561168618,2.539979384181021,73.85654368977377,vacuum_sealed,2025-01-03,79.1,low,4.539979384181021,Control humidity
"chicken,pasta,peppers",roasted,103.23620899634452,134.0982371643786,5.083156441534648,63.192554559491796,plastic,2025-01-14,49.4,medium,7.083156441534648,Reduce storage temperature; Control humidity; Consider airtight container
"chicken,bread,carrots",stir_fried,207.5022319836501,105.38390564520635,4.9320741894982,62.190451500597185,vacuum_sealed,2025-01-16,53.6,medium,6.9320741894982,Control humidity
"chicken,noodles,mushrooms",steamed,235.34684478986705,41.98668647881105,8.073102459487671,62.14299583619201,plastic,2025-01-23,42.8,high,8.0,Reduce storage temperature; Control humidity; Consider airtight container
"pork,bread,carrots",stir_fried,238.9531095723291,60.68372228751837,4.504302934735529,46.826430191977,metal,2025-01-14,54.4,medium,6.504302934735529,Standard storage adequate
"tofu,pasta,peppers",stir_fried,188.65418672421058,123.94477859273674,7.413964429943667,71.73737305521476,plastic,2025-01-09,31.7,high,8.0,Reduce storage temperature; Control humidity; Consider airtight container
"lamb,quinoa,spinach",grilled,239.72683618899066,132.11339766584146,9.413105996790437,45.49299418839142,ceramic,2025-01-19,33.0,high,8.0,Reduce storage temperature
"tofu,noodles,broccoli",boiled,151.65146043895635,127.55793565268819,4.7731934977607375,38.51906023051698,plastic,2025-01-04,76.6,low,6.7731934977607375,Consider airtight container
"eggs,bread,spinach",stir_fried,136.7444049821695,155.54242024764469,9.45908357759754,32.55287217719173,glass,2025-01-15,49.2,medium,8.0,Reduce storage temperature
"chicken,bread,carrots",roasted,127.39207989314114,177.95271130564015,7.254976317449722,69.68016418069693,ceramic,2025-01-21,29.2,high,8.0,Reduce storage temperature; Control humidity
"lamb,rice,onions",boiled,171.80532404209632,142.86627666430465,9.838343402670187,57.84548318460641,metal,2025-01-20,47.6,high,8.0,Reduce storage temperature
"beef,bread,spinach",boiled,215.08954209718522,19.299298352682356,9.246523364502895,62.83233640969102,metal,2024-12-25,41.9,high,8.0,Reduce storage temperature; Control humidity
"lamb,bread,mushrooms",roasted,233.98289402777766,27.65821906286515,4.416717108789948,53.50170442253581,ceramic,2024-12-31,59.1,medium,6.416717108789948,Standard storage adequate
"beef,quinoa,broccoli",fried,138.5498836896246,170.82668108401427,8.883258348965748,79.69960105091013,glass,2025-01-19,33.5,high,8.0,Reduce storage temperature; Control humidity
"eggs,bread,broccoli",roasted,161.35312857482884,128.53252290027362,8.541820929128438,78.80887132156055,glass,2024-12-30,39.9,high,8.0,Reduce storage temperature; Control humidity
"beef,rice,spinach",stir_fried,202.36517267804942,87.23605979749284,8.587729393163727,43.875827416806985,plastic,2025-01-17,35.0,high,8.0,Reduce storage temperature; Consider airtight container
"chicken,bread,mushrooms",boiled,204.1361112111431,153.110953610155,3.2982288302929605,41.006925707309655,glass,2025-01-05,90.6,low,5.2982288302929605,Standard storage adequate
"pork,quinoa,peppers",fried,84.60828767102339,80.86352225879895,9.04649218560624,48.92160738032747,ceramic,2024-12-25,35.2,high,8.0,Reduce storage temperature
"fish,pasta,broccoli",steamed,145.58960825255107,56.413572400782556,8.597521071996642,71.46088021799363,metal,2024-12-27,40.7,high,8.0,Reduce storage temperature; Control humidity
"chicken,quinoa,broccoli",roasted,148.85093421538903,35.883214828807695,4.661861797366927,32.46202646696141,metal,2025-01-02,62.0,medium,6.661861797366927,Standard storage adequate
"beef,rice,onions",baked,240.49607095466527,139.89711911206317,7.652846779727285,67.63331754207579,plastic,2024-12-27,35.9,high,8.0,Reduce storage temperature; Control humidity; Consider airtight container
"eggs,pasta,broccoli",roasted,244.26392140922556,34.218935709555446,9.448026180284701,61.0680912702206,ceramic,2024-12-27,28.0,high,8.0,Reduce storage temperature; Control humidity
"lamb,quinoa,broccoli",boiled,85.82983420703741,34.062774068120795,9.135338351773072,48.49976932246386,metal,2025-01-17,46.9,high,8.0,Reduce storage temperature
"lamb,pasta,onions",boiled,112.06376539907231,146.23914059504298,6.168821757844748,64.32312081233476,glass,2024-12-26,51.9,medium,8.0,Reduce storage temperature; Control humidity
"chicken,pasta,peppers",baked,151.47911687549728,73.20197320334131,5.605361870143014,45.622092222170686,metal,2024-12-31,71.0,medium,7.605361870143014,Reduce storage temperature
"eggs,rice,mushrooms",fried,121.75149290810481,22.057893348209415,5.700274342699354,46.056897699920036,ceramic,2025-01-08,57.2,medium,7.700274342699354,Reduce storage temperature
"eggs,potatoes,spinach",fried,197.59816773011903,23.479069497890826,5.300894365141904,38.602684900685226,plastic,2024-12-31,70.4,medium,7.300894365141904,Reduce storage temperature; Consider airtight container
"chicken,rice,onions",baked,228.26685073856115,105.2112611115581,9.08185987060558,46.74242631354656,vacuum_sealed,2025-01-03,60.0,medium,8.0,Reduce storage temperature
"lamb,bread,peppers",fried,76.49043507825772,105.91108330069139,2.5898099761766273,37.93929631919406,vacuum_sealed,2025-01-18,94.4,low,4.589809976176627,Standard storage adequate
"eggs,bread,broccoli",boiled,161.12627165020328,12.850521654503115,5.308011895653097,33.23833152257274,ceramic,2025-01-12,67.6,medium,7.308011895653097,Reduce storage temperature
"eggs,rice,mushrooms",roasted,214.14108846171777,41.402443889187836,4.694115668902005,71.8438896222289,ceramic,2025-01-08,46.3,high,6.694115668902005,Control humidity
"fish,quinoa,peppers",roasted,116.39520858470621,93.16059058885827,4.760520459880023,45.79418905852596,metal,2024-12-31,65.9,medium,6.760520459880023,Standard storage adequate
"pork,potatoes,carrots",steamed,98.86478563907602,126.40091229537083,5.254083536509847,61.66933252307818,vacuum_sealed,2025-01-23,78.4,low,7.254083536509847,Reduce storage temperature; Control humidity
"beef,noodles,broccoli",baked,169.5129521966062,159.21726280736772,8.879457719001646,67.52295651523724,glass,2025-01-19,35.6,high,8.0,Reduce storage temperature; Control humidity
"fish,rice,mushrooms",roasted,181.35664598091466,112.45573213638723,9.57280572565837,55.579535156148324,glass,2025-01-02,45.5,high,8.0,Reduce storage temperature
"fish,noodles,peppers",boiled,167.61214557985744,51.657994271524515,6.6582099435295605,69.47360520095557,metal,2025-01-10,53.0,medium,8.0,Reduce storage temperature; Control humidity
"pork,rice,peppers",stir_fried,73.02065498857988,167.4722097881412,4.194732100972995,71.68544726498726,metal,2024-12-29,47.6,high,6.194732100972995,Control humidity
"pork,noodles,onions",steamed,128.83592181639622,144.56439001350608,7.2209047121512056,63.45540550970671,glass,2025-01-12,45.6,high,8.0,Reduce storage temperature; Control humidity
"lamb,bread,carrots",roasted,108.4570149837952,129.46496418769013,9.857915809974827,31.236966892981346,ceramic,2025-01-23,38.3,high,8.0,Reduce storage temperature
"tofu,rice,broccoli",steamed,99.06736065196372,41.9658256556646,4.268292830340706,63.967469182915785,metal,2025-01-09,57.0,medium,6.268292830340706,Control humidity
"eggs,quinoa,spinach",boiled,215.5720849033396,86.42477347501216,4.178565891889637,31.87119943992512,vacuum_sealed,2025-01-04,88.8,low,6.178565891889637,Standard storage adequate
"lamb,pasta,spinach",grilled,186.77500629470697,158.09864688948758,9.386337866837737,41.81834557953701,metal,2025-01-19,42.5,high,8.0,Reduce storage temperature
"pork,rice,onions",boiled,248.69259357387088,30.1142045706965,6.807520016634836,47.34020881191192,ceramic,2025-01-08,65.1,medium,8.0,Reduce storage temperature
"tofu,potatoes,carrots",stir_fried,247.60622219362946,177.65153205013723,9.782736715531595,52.918372015775645,ceramic,2025-01-03,33.8,high,8.0,Reduce storage temperature
"chicken,bread,peppers",baked,154.68208451087935,28.561837280991572,4.46008836136666,65.34305956154121,plastic,2025-01-20,50.8,medium,6.46008836136666,Control humidity; Consider airtight container
"pork,bread,carrots",fried,130.37700523946725,172.76324922773262,5.830131216909074,77.77795241826357,glass,2024-12-31,54.5,medium,7.830131216909074,Reduce storage temperature; Control humidity
"pork,bread,mushrooms",stir_fried,125.76930994948866,71.73040284697196,5.546948187149425,36.89398394567457,plastic,2025-01-06,55.6,medium,7.546948187149425,Reduce storage temperature; Consider airtight container
"eggs,pasta,onions",steamed,209.46748159732232,26.905789366802193,8.457865399605012,49.72041748407736,plastic,2025-01-13,52.8,medium,8.0,Reduce storage temperature; Consider airtight container
"lamb,rice,mushrooms",boiled,163.82035522147385,45.66307976321467,8.347736917466055,48.18010102459497,ceramic,2024-12-30,44.1,high,8.0,Reduce storage temperature
"beef,noodles,peppers",grilled,218.58776143271183,146.84725889348687,8.854291545774485,32.6595373081087,glass,2025-01-11,45.8,high,8.0,Reduce storage temperature
"eggs,rice,broccoli",grilled,157.77444668905116,75.65832818750869,4.668673345259388,34.79746275688552,metal,2025-01-02,60.4,medium,6.668673345259388,Standard storage adequate
"chicken,bread,carrots",stir_fried,210.6278968395932,91.57171345590524,3.801597905556669,39.747104073156876,ceramic,2025-01-07,72.1,low,5.801597905556669,Standard storage adequate
"fish,quinoa,peppers",fried,220.80280798885698,140.46543389955474,3.8164446558138687,32.69823940095912,plastic,2025-01-15,71.4,medium,5.816444655813869,Consider airtight container
"lamb,quinoa,spinach",fried,154.85044664658247,14.519364708635772,3.2609348537610616,47.63289632322567,ceramic,2025-01-14,72.5,low,5.260934853761062,Standard storage adequate
"beef,potatoes,carrots",roasted,205.53037156742454,123.18166220332039,9.418235771369485,48.53115537741749,plastic,2025-01-17,39.6,high,8.0,Reduce storage temperature; Consider airtight container
"tofu,bread,broccoli",grilled,100.4736965695069,109.53307672585555,9.41553543328108,42.221045861603706,metal,2025-01-22,39.7,high,8.0,Reduce storage temperature
"pork,quinoa,spinach",boiled,153.37239415543388,12.399113335577901,2.6615079751777264,73.97165601841215,metal,2025-01-22,66.1,medium,4.661507975177726,Control humidity
"fish,bread,spinach",baked,142.98168876253723,26.315508900208073,9.263480464749751,33.08453866856608,metal,2025-01-20,53.8,medium,8.0,Reduce storage temperature
"pork,rice,peppers",roasted,223.49157324108788,178.57345642375222,2.458801505086581,67.76133550710594,vacuum_sealed,2024-12-27,76.8,low,4.458801505086581,Control humidity
"beef,quinoa,carrots",fried,229.58003348825602,69.40757177663758,8.514356466548652,72.20070196824743,plastic,2025-01-03,29.5,high,8.0,Reduce storage temperature; Control humidity; Consider airtight container
"eggs,quinoa,broccoli",fried,210.61392902085856,149.90900712884527,4.6394400034600025,39.98951200019479,ceramic,2025-01-13,57.6,medium,6.6394400034600025,Standard storage adequate
"chicken,quinoa,spinach",fried,183.90377868786757,66.06638744320429,8.235464746627166,44.27064208232301,metal,2024-12-31,44.4,high,8.0,Reduce storage temperature
"pork,rice,peppers",roasted,172.98978881642086,89.0635001522889,3.539531037451699,71.82727921888218,vacuum_sealed,2025-01-20,81.2,low,5.539531037451699,Control humidity
"pork,pasta,mushrooms",stir_fried,158.89878523214355,173.42604273728614,6.6203906860127,62.44342713709671,vacuum_sealed,2025-01-19,62.8,medium,8.0,Reduce storage temperature; Control humidity
"tofu,pasta,onions",steamed,62.14943132683498,94.0853807314514,4.37694129238539,39.400239832205926,vacuum_sealed,2025-01-11,103.9,low,6.37694129238539,Standard storage adequate
"tofu,noodles,onions",fried,190.70093234907097,39.79440425469065,2.17039129521034,32.929178367267625,ceramic,2025-01-17,72.9,low,4.17039129521034,Standard storage adequate
"beef,potatoes,carrots",fried,219.52828565705988,142.17510961344558,9.630897977716684,68.39324166497511,plastic,2025-01-16,34.3,high,8.0,Reduce storage temperature; Control humidity; Consider airtight container
"fish,noodles,broccoli",roasted,211.1494170754488,107.10396587131338,2.5347545545917347,75.78000546365547,vacuum_sealed,2025-01-01,73.3,low,4.534754554591735,Control humidity
"fish,pasta,broccoli",roasted,90.15225906836957,52.54905673668947,7.789232505054308,33.123573933949146,glass,2025-01-12,47.3,high,8.0,Reduce storage temperature
"beef,noodles,peppers",stir_fried,68.39529597070185,103.94820474645505,6.391006384594897,63.22888510263802,metal,2024-12-30,47.2,high,8.0,Reduce storage temperature; Control humidity
"chicken,noodles,broccoli",grilled,86.05611209173634,45.575119044359454,9.843336126865342,52.98248521697022,vacuum_sealed,2025-01-18,55.6,medium,8.0,Reduce storage temperature
"fish,potatoes,broccoli",baked,163.02157491256787,176.2920354748367,7.370678832154041,38.3523451314597,plastic,2025-01-18,51.3,medium,8.0,Reduce storage temperature; Consider airtight container
"pork,quinoa,peppers",roasted,120.34711092502982,166.16552509176134,5.617943222957351,35.83199335653481,plastic,2025-01-02,63.5,medium,7.617943222957351,Reduce storage temperature; Consider airtight container
"eggs,noodles,carrots",grilled,166.1072055253125,98.82217184875456,8.107378392800229,63.456864408615736,vacuum_sealed,2024-12-26,45.0,high,8.0,Reduce storage temperature; Control humidity
"beef,noodles,mushrooms",grilled,127.88261017674925,109.17716136087647,2.540822000273981,55.609966422903625,ceramic,2025-01-15,66.5,medium,4.540822000273981,Standard storage adequate
"eggs,quinoa,onions",baked,228.34098785399345,172.9747794960584,5.73504851876141,65.8715451828767,glass,2024-12-30,49.4,medium,7.73504851876141,Reduce storage temperature; Control humidity
"chicken,pasta,mushrooms",steamed,107.68784817635554,159.9043412276635,3.2649486589515258,48.180169582912086,metal,2025-01-05,81.4,low,5.264948658951526,Standard storage adequate
"tofu,noodles,broccoli",baked,162.3290644834966,117.3292668513305,6.323152379440726,74.23217383894371,vacuum_sealed,2024-12-25,59.8,medium,8.0,Reduce storage temperature; Control humidity
"chicken,bread,mushrooms",steamed,238.39626946578602,165.49929870370698,8.756042413904838,54.240764410447795,metal,2025-01-16,52.2,medium,8.0,Reduce storage temperature
"chicken,potatoes,carrots",roasted,71.0672448816638,150.58358279250422,7.504308308006786,71.00160389030492,plastic,2025-01-21,32.6,high,8.0,Reduce storage temperature; Control humidity; Consider airtight container
"eggs,quinoa,carrots",boiled,116.20972254191975,127.93078652040688,2.0371887603808334,49.460528902424215,glass,2025-01-10,81.5,low,4.037188760380833,Standard storage adequate
"pork,noodles,broccoli",baked,157.88390893531545,154.37214570656565,5.565608693079381,60.52757264663437,glass,2025-01-13,58.1,medium,7.565608693079381,Reduce storage temperature; Control humidity
"tofu,pasta,peppers",boiled,109.90801822657153,93.73962371872761,7.1635372140339015,77.8523585258731,glass,2025-01-13,42.1,high,8.0,Reduce storage temperature; Control humidity
"pork,pasta,onions",boiled,190.508392862499,140.64934465443477,3.346464978717627,66.22581196269607,vacuum_sealed,2025-01-16,80.3,low,5.346464978717627,Control humidity
"tofu,potatoes,carrots",grilled,226.4306047676097,148.54799298184574,3.5269456542020405,74.9610259231878,ceramic,2025-01-20,54.7,medium,5.5269456542020405,Control humidity
"tofu,bread,broccoli",steamed,124.53480283639198,58.96798195390638,8.499173415135484,73.90072475050471,metal,2025-01-22,38.1,high,8.0,Reduce storage temperature; Control humidity
"tofu,pasta,onions",stir_fried,188.06057911345283,18.051262474541772,5.845445677042303,41.40699189811281,metal,2025-01-21,58.4,medium,7.845445677042303,Reduce storage temperature
"lamb,quinoa,mushrooms",fried,177.8774577620137,37.83526426409186,4.361269921961325,44.23526572450709,glass,2025-01-19,59.6,medium,6.361269921961325,Standard storage adequate
"pork,quinoa,onions",steamed,95.901659866263,104.37720535833304,4.017574967848947,46.84504604352282,ceramic,2025-01-21,67.7,medium,6.017574967848947,Standard storage adequate
"beef,quinoa,carrots",grilled,217.89768983225923,81.11414916367781,6.492685080219818,64.13104207105732,metal,2025-01-13,44.5,high,8.0,Reduce storage temperature; Control humidity
"chicken,potatoes,spinach",baked,207.99211007520043,22.173015345896573,9.275292564009,73.93617207271546,ceramic,2025-01-21,31.6,high,8.0,Reduce storage temperature; Control humidity
"chicken,quinoa,carrots",fried,129.33196229712888,88.71320674860527,6.925773910277915,70.824002865464,ceramic,2025-01-22,45.1,high,8.0,Reduce storage temperature; Control humidity
"lamb,noodles,mushrooms",stir_fried,247.29425790556718,102.42434445152576,2.0919251334472007,60.53265835557585,vacuum_sealed,2025-01-02,72.1,low,4.091925133447201,Control humidity
"eggs,pasta,onions",roasted,78.45613955746215,121.35398970185302,4.605194736535955,69.46643199344987,glass,2025-01-16,48.4,medium,6.605194736535955,Control humidity
"beef,quinoa,spinach",baked,131.82059351310428,133.17679876881454,4.941578725573625,56.31559591812405,glass,2024-12-26,71.3,medium,6.941578725573625,Standard storage adequate
"eggs,bread,broccoli",steamed,73.7630187347784,40.304296682172904,8.644403735325376,68.49326299755722,plastic,2025-01-19,37.2,high,8.0,Reduce storage temperature; Control humidity; Consider airtight container
"pork,bread,broccoli",grilled,121.08585723873875,54.23601962305535,3.4553659735359323,49.44100806286605,vacuum_sealed,2024-12-25,83.8,low,5.455365973535932,Standard storage adequate
"pork,quinoa,carrots",boiled,165.8387303080071,176.3132801049921,2.3674811692729225,72.63201405590513,plastic,2025-01-06,57.1,medium,4.3674811692729225,Control humidity; Consider airtight container
"tofu,quinoa,mushrooms",boiled,141.907885306387,111.59993727198528,4.173429482201935,35.45878528366504,vacuum_sealed,2024-12-27,91.6,low,6.173429482201935,Standard storage adequate
"tofu,rice,spinach",grilled,83.65856448387709,137.0091833113878,7.850221522022337,36.48166581207177,glass,2025-01-15,49.7,medium,8.0,Reduce storage temperature
"eggs,noodles,carrots",baked,187.5587347585623,62.56071144677879,8.27184394800771,56.979030213002304,plastic,2024-12-25,39.6,high,8.0,Reduce storage temperature; Consider airtight container
"chicken,quinoa,mushrooms",grilled,83.9209188584219,160.65458720148246,4.564048047808012,70.28844778829311,metal,2025-01-01,50.9,medium,6.564048047808012,Control humidity
"chicken,bread,broccoli",boiled,127.84525276696372,110.01805245186625,7.590451514415302,44.96810915787244,ceramic,2024-12-28,39.8,high,8.0,Reduce storage temperature
"lamb,quinoa,spinach",grilled,178.25080510214372,120.0170476048662,4.723497247430117,69.670245631434,vacuum_sealed,2025-01-18,55.4,medium,6.723497247430117,Control humidity
"fish,pasta,onions",grilled,143.34505168248774,136.89924168042904,4.423055180655678,74.87391263941822,plastic,2025-01-19,40.1,high,6.423055180655678,Control humidity; Consider airtight container
"eggs,bread,onions",steamed,64.84033406314049,54.497309404492015,5.6369690841015725,64.28147508701008,vacuum_sealed,2025-01-20,83.2,low,7.6369690841015725,Reduce storage temperature; Control humidity
"eggs,potatoes,spinach",grilled,239.63144277358208,116.0604915487063,6.831345019834088,34.22460599178201,vacuum_sealed,2024-12-28,81.0,low,8.0,Reduce storage temperature
"lamb,potatoes,onions",roasted,119.7271822540075,166.6623035462355,4.679360841613195,72.69291048262464,plastic,2025-01-17,45.4,high,6.679360841613195,Control humidity; Consider airtight container
"lamb,pasta,onions",baked,219.00485426230844,110.13208645771482,7.484083489355533,30.10267462406144,metal,2024-12-31,48.6,medium,8.0,Reduce storage temperature
"fish,pasta,onions",roasted,87.84557362305628,53.1228624087208,2.7644270513921327,58.642980820515604,metal,2025-01-21,75.9,low,4.764427051392133,Standard storage adequate
"chicken,rice,spinach",roasted,118.24905556215657,51.68357544654046,3.9614563991322225,76.87973277579752,ceramic,2024-12-25,51.4,medium,5.9614563991322225,Control humidity
"eggs,quinoa,broccoli",boiled,151.8927600946277,110.1246383878171,5.408293061472285,48.06160958870843,ceramic,2025-01-14,59.6,medium,7.408293061472285,Reduce storage temperature
"fish,pasta,carrots",grilled,239.52918465747697,109.27224062547266,5.611996424577832,45.84203736734592,glass,2024-12-31,60.2,medium,7.611996424577832,Reduce storage temperature
"pork,rice,mushrooms",baked,182.98257494159725,42.71447960939906,5.971858840670517,30.7781513236704,glass,2025-01-15,68.5,medium,7.971858840670517,Reduce storage temperature
"fish,noodles,spinach",grilled,184.4637014245783,66.0643610182135,9.743074063150612,71.01289742451976,metal,2025-01-04,34.7,high,8.0,Reduce storage temperature; Control humidity
"beef,quinoa,mushrooms",roasted,204.00919477454406,102.62867170987501,3.0837883804738997,67.4572870022613,metal,2025-01-18,60.6,medium,5.0837883804739,Control humidity
"lamb,noodles,onions",roasted,209.89493329207988,45.516526460344274,7.979744449819757,54.737162727208315,plastic,2024-12-30,40.5,high,8.0,Reduce storage temperature; Consider airtight container
"pork,pasta,carrots",stir_fried,174.07706935773786,86.5395329129759,3.588899870976274,60.687890536808084,metal,2024-12-25,55.8,medium,5.588899870976274,Control humidity
"tofu,pasta,spinach",roasted,107.28135837004318,164.9647218611901,2.6226874376087084,50.58782032233131,glass,2024-12-25,70.4,medium,4.622687437608708,Standard storage adequate
"pork,rice,spinach",boiled,78.884390190213,160.78221036421567,6.768160604922877,59.193860261298475,plastic,2025-01-21,60.3,medium,8.0,Reduce storage temperature; Consider airtight container
"lamb,quinoa,broccoli",steamed,166.50473777238903,109.18984054622564,4.62971709382814,42.25221772877543,ceramic,2025-01-10,69.6,medium,6.62971709382814,Standard storage adequate
"beef,quinoa,onions",stir_fried,195.10980673741824,32.93514080744821,3.5157836245315304,51.073884249364724,vacuum_sealed,2025-01-05,92.7,low,5.51578362453153,Standard storage adequate
"fish,bread,carrots",fried,229.68686457413793,84.60870828535533,8.45152444072433,32.50170381997797,vacuum_sealed,2024-12-28,65.3,medium,8.0,Reduce storage temperature
"pork,potatoes,carrots",baked,203.92462310309116,177.65727850850757,9.60383631684779,58.52332184582569,plastic,2025-01-01,39.4,high,8.0,Reduce storage temperature; Consider airtight container
"pork,quinoa,mushrooms",fried,99.06358612976376,53.490913674628445,9.027574000708354,73.7990313531039,plastic,2025-01-04,29.6,high,8.0,Reduce storage temperature; Control humidity; Consider airtight container
"chicken,bread,peppers",grilled,166.01019604826516,49.4354573100776,2.56070057367542,39.71191969699022,plastic,2025-01-10,77.5,low,4.56070057367542,Consider airtight container
"chicken,pasta,onions",roasted,156.90496406101505,50.36777342596171,9.957677462417202,63.32860375489724,ceramic,2025-01-01,28.2,high,8.0,Reduce storage temperature; Control humidity
"chicken,pasta,peppers",roasted,116.92719065518608,83.23795204611903,2.588658415512464,69.2693870330496,metal,2025-01-02,61.1,medium,4.588658415512464,Control humidity
"tofu,noodles,mushrooms",boiled,113.09134689985876,19.276648823254835,8.091461189915684,74.9478748867907,metal,2025-01-01,40.7,high,8.0,Reduce storage temperature; Control humidity
"pork,noodles,carrots",roasted,225.91499584002742,101.16298782515668,2.3462226800463553,30.424910075798955,glass,2025-01-01,89.9,low,4.346222680046355,Standard storage adequate
"tofu,rice,carrots",roasted,200.47778444082306,153.3034536505306,5.031882418183871,66.07611190541127,vacuum_sealed,2025-01-23,58.3,medium,7.031882418183871,Reduce storage temperature; Control humidity
"lamb,quinoa,carrots",steamed,248.56445012878885,149.74106578710317,2.263401928619488,74.64175725689881,ceramic,2025-01-22,61.4,medium,4.263401928619488,Control humidity
